"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","PHARMAEXP","TOT","USD_CAP","A","2009",615.404,
"FRA","PHARMAEXP","TOT","USD_CAP","A","2010",626.486,
"FRA","PHARMAEXP","TOT","USD_CAP","A","2011",629.048,
"FRA","PHARMAEXP","TOT","USD_CAP","A","2012",625.834,
"FRA","PHARMAEXP","TOT","USD_CAP","A","2013",636.919,
"FRA","PHARMAEXP","TOT","USD_CAP","A","2014",648.303,
"FRA","PHARMAEXP","TOT","USD_CAP","A","2015",637.506,
"FRA","PHARMAEXP","TOT","USD_CAP","A","2016",648.788,
"FRA","PHARMAEXP","TOT","USD_CAP","A","2017",653.185,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1970",0.971,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1971",1.004,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1972",1.032,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1973",1.044,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1974",1.094,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1975",1.149,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1976",1.144,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1977",1.104,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1978",1.123,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1979",1.096,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1980",1.125,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1981",1.174,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1982",1.151,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1983",1.168,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1984",1.19,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1985",1.213,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1986",1.203,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1987",1.237,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1988",1.267,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1989",1.195,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1990",1.181,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1992",1.387,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1993",1.239,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1994",1.236,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1995",1.253,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1996",1.318,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1997",1.3,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1998",1.353,
"DEU","PHARMAEXP","TOT","PC_GDP","A","1999",1.367,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2000",1.385,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2001",1.451,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2002",1.509,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2003",1.534,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2004",1.415,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2005",1.549,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2006",1.517,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2007",1.529,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2008",1.561,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2009",1.697,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2010",1.651,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2011",1.532,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2012",1.523,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2013",1.529,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2014",1.573,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2015",1.591,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2016",1.605,
"DEU","PHARMAEXP","TOT","PC_GDP","A","2017",1.582,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1970",45.184,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1971",50.693,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1972",55.671,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1973",61.078,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1974",70.07,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1975",79.268,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1976",87.367,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1977",93.12,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1978",105.706,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1979",115.597,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1980",131.265,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1981",147.554,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1982",151.872,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1983",163.042,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1984",177.33,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1985",192.813,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1986",206.813,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1987",224.438,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1988",245.844,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1989",246.153,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1990",264.141,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1992",309.378,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1993",280.672,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1994",292.597,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1995",309.179,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1996",333.357,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1997",334.749,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1998",357.424,
"DEU","PHARMAEXP","TOT","USD_CAP","A","1999",377.011,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2000",406.827,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2001",441.282,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2002",482.617,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2003",493.011,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2004",474.884,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2005",517.938,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2006",532.959,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2007",573.589,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2008",605.918,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2009",633.373,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2010",661.947,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2011",651.266,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2012",669.239,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2013",691.908,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2014",737.982,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2015",759.247,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2016",800.41,
"DEU","PHARMAEXP","TOT","USD_CAP","A","2017",822.632,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1970",1.328,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1971",1.34,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1972",1.279,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1973",1.154,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1974",1.159,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1975",1.239,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1976",1.136,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1977",1.127,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1978",1.142,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1979",1.072,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1980",1.066,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1981",1.042,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1982",0.884,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1983",0.961,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1984",0.949,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1985",0.982,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1986",1.076,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1987",0.846,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1988",0.844,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1989",0.851,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1990",0.907,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1991",1.012,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1992",1.154,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1993",1.257,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1994",1.335,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1995",1.3,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1996",1.315,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1997",1.298,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1998",1.097,
"GRC","PHARMAEXP","TOT","PC_GDP","A","1999",1.171,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2000",1.439,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2001",1.524,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2002",1.643,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2003",1.753,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2004",1.827,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2005",2.01,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2006",2.117,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2007",2.337,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2009",2.573,"B"
"GRC","PHARMAEXP","TOT","PC_GDP","A","2010",2.737,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2011",2.797,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2012",2.55,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2013",2.312,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2014",2.112,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2015",2.154,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2016",2.193,
"GRC","PHARMAEXP","TOT","PC_GDP","A","2017",2.198,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1970",34.051,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1971",38.649,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1972",42.119,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1973",44.902,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1974",45.532,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1975",55.735,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1976",57.513,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1977",62.294,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1978",71.801,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1979",77.397,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1980",82.7,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1981",84.897,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1982",78.634,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1983",88.493,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1984",94.231,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1985",102.626,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1986",111.935,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1987",86.933,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1988",94.912,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1989",104.045,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1990",115.48,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1991",135.845,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1992",157.863,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1993",172.909,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1994",190.617,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1995",194.058,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1996",205.854,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1997",217.269,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1998",192.229,
"GRC","PHARMAEXP","TOT","USD_CAP","A","1999",209.652,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2000",281.688,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2001",324.312,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2002",389.24,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2003",425.16,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2004",474.382,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2005",514.705,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2006",589.826,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2007",674.834,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2009",749.986,"B"
"GRC","PHARMAEXP","TOT","USD_CAP","A","2010",749.514,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2011",709.328,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2012",622.251,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2013",574.641,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2014",542.526,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2015",559.265,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2016",582.132,
"GRC","PHARMAEXP","TOT","USD_CAP","A","2017",603.306,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1991",1.913,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1992",1.976,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1993",2.121,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1994",2.241,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1995",1.797,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1996",1.812,
"HUN","PHARMAEXP","TOT","PC_GDP","A","1997",1.742,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2001",2.023,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2002",2.058,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2003",2.24,"B"
"HUN","PHARMAEXP","TOT","PC_GDP","A","2004",2.259,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2005",2.501,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2006",2.497,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2007",2.283,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2008",2.267,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2009",2.382,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2010",2.502,"B"
"HUN","PHARMAEXP","TOT","PC_GDP","A","2011",2.64,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2012",2.432,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2013",2.199,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2014",2.136,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2015",2.077,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2016",2.102,
"HUN","PHARMAEXP","TOT","PC_GDP","A","2017",1.921,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1991",178.21,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1992",181.78,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1993",199.688,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1994",221.787,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1995",183.896,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1996",189.317,
"HUN","PHARMAEXP","TOT","USD_CAP","A","1997",193.109,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2001",295.433,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2002",337.883,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2003",376.614,"B"
"HUN","PHARMAEXP","TOT","USD_CAP","A","2004",402.179,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2005",457.642,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2006",482.955,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2007",451.986,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2008",476.311,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2009",491.702,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2010",554.16,"B"
"HUN","PHARMAEXP","TOT","USD_CAP","A","2011",614.461,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2012",575.517,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2013",551.813,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2014",561.219,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2015",563.738,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2016",578.931,
"HUN","PHARMAEXP","TOT","USD_CAP","A","2017",557.45,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1970",0.797,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1971",0.88,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1972",0.889,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1973",0.758,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1974",0.719,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1975",0.914,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1976",0.785,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1977",0.762,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1978",0.817,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1979",0.86,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1980",0.98,"B"
"ISL","PHARMAEXP","TOT","PC_GDP","A","1981",0.938,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1982",1.016,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1983",1.259,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1984",1.112,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1985",1.176,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1986",1.189,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1987",1.133,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1988",1.17,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1989",1.195,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1990",1.039,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1991",0.972,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1992",1.04,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1993",1.01,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1994",1.037,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1995",1.083,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1996",1.128,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1997",1.201,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1998",1.228,
"ISL","PHARMAEXP","TOT","PC_GDP","A","1999",1.276,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2000",1.328,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2001",1.268,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2002",1.363,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2003",1.521,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2004",1.457,"D"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2005",1.32,"D"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2006",1.255,"D"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2007",1.166,"D"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2008",1.251,"D"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2009",1.389,"D"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2010",1.349,"D"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2011",1.286,"B"
"ISL","PHARMAEXP","TOT","PC_GDP","A","2012",1.229,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2013",1.143,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2014",1.074,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2015",1.028,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2016",0.946,
"ISL","PHARMAEXP","TOT","PC_GDP","A","2017",0.913,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1970",28.407,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1971",38.362,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1972",43.37,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1973",42.758,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1974",46.571,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1975",58.22,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1976",56.542,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1977",65.691,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1978",80.839,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1979",92.742,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1980",119.899,"B"
"ISL","PHARMAEXP","TOT","USD_CAP","A","1981",127.98,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1982",148.847,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1983",179.054,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1984",164.087,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1985",182.001,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1986",205.829,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1987",225.725,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1988",234.435,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1989",238.756,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1990",219.984,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1991",212.168,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1992",221.512,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1993",216.759,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1994",234.804,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1995",249.495,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1996",269.138,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1997",312.445,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1998",338.303,
"ISL","PHARMAEXP","TOT","USD_CAP","A","1999",370.923,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2000",395.469,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2001",397.022,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2002",442.083,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2003",484.978,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2004",509.838,"D"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2005",482.941,"D"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2006",490.402,"D"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2007",493.451,"D"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2008",536.685,"D"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2009",552.801,"D"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2010",523.915,"D"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2011",517.3,"B"
"ISL","PHARMAEXP","TOT","USD_CAP","A","2012",509.466,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2013",486.127,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2014",466.819,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2015",472.073,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2016",453.837,
"ISL","PHARMAEXP","TOT","USD_CAP","A","2017",455.719,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1975",0.972,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1976",0.957,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1977",0.903,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1978",0.916,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1979",0.896,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1980",0.878,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1981",0.747,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1982",0.733,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1983",0.705,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1984",0.716,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1985",0.72,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1986",0.744,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1987",0.744,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1988",0.737,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1989",0.748,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1990",0.716,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1991",0.727,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1992",0.751,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1993",0.762,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1994",0.758,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1995",0.735,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1996",0.763,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1997",0.734,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1998",0.745,
"IRL","PHARMAEXP","TOT","PC_GDP","A","1999",0.781,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2000",0.837,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2001",0.924,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2002",0.986,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2003",1.057,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2004",1.131,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2005",1.183,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2006",1.237,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2007",1.276,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2008",1.452,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2009",1.587,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2010",1.556,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2011",1.523,"B"
"IRL","PHARMAEXP","TOT","PC_GDP","A","2012",1.533,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2013",1.392,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2014",1.261,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2015",0.956,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2016",0.959,
"IRL","PHARMAEXP","TOT","PC_GDP","A","2017",0.929,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1975",37.161,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1976",38.858,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1977",41.366,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1978",48.566,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1979",52.051,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1980",55.608,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1981",51.7,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1982",54.428,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1983",54.833,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1984",59.473,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1985",63.861,
"IRL","PHARMAEXP","TOT","USD_CAP","A","1986",68.435,
